2787;STADA ARZNEIMITTEL AG;Stadastrasse 2- 18;D-61118;Bad Vilbel
2829;SYNTEX LATINO S.A.;Severo Ochoa, 13 - Pol. Ind. Leganes.;28914;Leganés (Madrid)
2869;TAMARANG S.A.;Balmes, 84 - 4º - 2ª;8008;Barcelona
3049;INDUSTRIA QUIMICA Y FARMACEUTICA VIR S.A.;Cardenal Mendoza, 42;28011;Madrid
3050;INDUSTRIA QUIMICA Y FARMACEUTICA VIR S.A.;Laguna, 66-68-70. Poligono Industrial Urtinsa II;28923;Alcorcón (Madrid)
3688;ALTANA PHARMA, S.A.;Francisco Delgado, 11;28108;Alcobendas (Madrid)
3690;CENTRO ANDALUZ DE DIAGNOSTICO PET, S.A.;Ronda de Capuchinos, 11;41009;Sevilla
3805;WYETH LEDERLE VACCINES;Rue du Bosquet, 15;B-1348;Lounain la Neuve
1018;FARMALIDER S.A.;La Vega, nº 6.;45532;Carriches (Toledo)
1032;FARMASUR, S.A.;Ctra. Santomera-Abanilla, 158;30140;Matanzas-Santomera (Murcia)
1217;GLAXO WELLCOME S.A.;Avda. de Extremadura, 3;9400;Aranda de Duero (Burgos)
1273;HELSINN BIREX PHARMACEUTICALS LIMITED;Damastown;15;Mulhuddart, County Dublin
1515;LABORATORIOS JUVENTUS S.A.;Julian Camarillo, 37;28037;Madrid
1666;LABORATORIOS LICONSA S.A.;Gran Via Carlos III, 98 - 7ª planta;8028;BARCELONA
1710;LUNDBECK ESPANA S.A.;Av. Diagonal 605, 7º 2ª;8028;Barcelona
1860;MOLYPHARMA S.A.;Santiago Rusiñol, 12;28040;Madrid
1945;NOVARTIS FARMACEUTICA S.A.;Gran Via de les Corts Catalanes, 764;8013;Barcelona
5541;MEDICE ARZNEIMITTEL PUETTER GMBH & CO. KG;Kuhloweg, 37;D-58638;Iserlohn
5665;PROMEDICA S.R.L.;Via Palermo, 26/A;I-43100;Parma
5835;QUIMICA FARMACEUTICA BAYER, S.A.;Pau Claris, 196;8037;Barcelona
6034;SANOFI PHARMA BRISTOL-MYERS SQUIBB SNC;174, avenue de France;F-75013;Paris
6303;TREPAT CHEMICAL;c/ Deu y Mata 154, 4º;8029;Barcelona
6472;SANOFI PASTEUR MSD, S.A.;Edificio Cuzco IV, Paseo de la Castellana, 141;28046;Madrid
12950;PREMIUM PHARMA S.L.;Avda. de Bruselas, 13, 3º D.Edificio America. Poligono Arroyo de la Vega,;28108;Alcobendas (Madrid)
13040;APOTEX CONSUMER HEALTHCARE S.L.;C/ Caléndula 93, Miniparc III, Edificio G, 2ª Planta, El Soto de la Moraleja;28109;Alcobendas (Madrid)
13240;SANOFI-AVENTIS GROUPE;54, Rue La Boétie;F-75008;Paris
13361;ABBVIE FARMACEUTICA, S.L.U.;Avda de Burgos, 91;28050;Madrid
14219;SANOFI PASTEUR MSD, S.A.;Avenida del Partenón 4-6, Edificio Egeo, 2ª planta;28042;Madrid
14243;ALBA PHARMACEUTICALS S.L.U.;C/ DELS DAURADORS, 15;12500;VINAROS
23570;OMNIVISION GMBH;Lindberghstrasse 9;82178;Puchheim
23643;LABORATORIOS GALDERMA S.A.;C/Serrano Galvache, 56 - Centro Empresarial Parque Norte, Edificio Abedul, 5 ª planta;28033;Madrid
23741;STALLERGENES IBERICA S.A.;C/Llacuna, 22-24, 2º-1ª;8005;Barcelona
23756;VIFOR FRESENIUS MEDICAL CARE RENAL PHARMA ESPAÑA S.L.;Avenida Diagonal 613, planta 7;8028;BARCELONA
23862;PHARMEX ADVANCED LABORATORIES S.L.;CTRA. A-431 KM.19;14720;ALMODOVAR DEL RIO (Córdoba)
24004;SOCIEDAD ESPAÑOLA DE CARBUROS METALICOS S.A.;Avenida de la Fama, 1;8940;Cornella de Llobregat (Barcelona)
24038;SETONDA S.L.;Joaquin Costa, 18 1º;8390;Montgat (Barcelona)
17043;BAGGERMAN FARMANET N.V.;Barrierweg 3g;5622 CL;Eindhoven
18017;KRKA FARMACEUTICA S.L.;C/Anabel Segura 10, Pta Baja, Oficina 1;28108;Alcobendas (Madrid)
18099;MIFEPHARMA, S.L.;C/ Venezuela, nº 28, planta EN;36203;Vigo
19058;AGFA HEALTHCARE;Septestraat 27;2640;Mortsel
20140;AMNEAL PHARMA SPAIN S.L.;Ctra. de Fuencarral a Alcobendas, Km. 3,800, Arbea Campus Empresarial, Edf. 5, planta 1;28108;Alcobendas (Madrid)
20183;ELI LILLY NEDERLAND B.V.;Papendorpseweg 83;3528 BJ;Utrecht
20576;MEDA PHARMA S.L.;Av. Castilla 2, Edif. Berlin 2 ª Planta;28830;San Fernando de Henares (Madrid)
27686;MENDELIKABS EUROPE LIMITED;The Light Box;W4 5PY;
27715;SANOFI PASTEUR EUROPE;14 Espace Henry Vallee;69007;Lyon
28186;MEDOCHEMIE LIMITED;1-10 Constantinoupoleos;3011;Limassol
28209;GLAXOSMITHKLINE GMBH & CO. KG;Prinzregentenplatz 9;81675;München, Bayer
28226;DAIICHI SANKYO ITALIA S.P.A.;Via Paolo Di Dono 73;142;Roma
28314;JOHNSON & JOHNSON GMBH;Johnson & Johnson Platz 2.Rosellen.Neuss;41470;North Rhine-Westphalia
28384;AMNEAL PHARMA EUROPE LIMITED;70 Sir John Rogerson's Quay;D02 R296;Dublin
28572;DR. FALK PHARMA GMBH;Leinenweberstrasse 5, Hochdorf;79108;Freiburg Im Breisgau, Baden-Wurttemberg
9134;ALFA INTES INDUSTRIA TERAPEUTICA SPLENDORE S.R.L.;Via Fratelli Bandiera, 26;80026;Casoria (NA)
9180;PROCTER & GAMBLE ESPANA S.A.;Avda de Bruselas, 24;28108;Alcobendas (Madrid)
9364;I P S FARMA S.L.;Ramírez de Arellano, 17;28043;Madrid
9505;BRACCO IMAGING S.P.A.;Via Egidio Folli, 50;20134;Milan
9759;SIGMA TAU INDUSTRIE FARMACEUTICHE RIUNITE S.P.A.;Viale Shakespeare 47;I-00144;Roma
9960;FRESENIUS KABI ONCOLOGY PLC;Lion Court, Farnham Road;GU35 0NF;Bordon, Hampshire
10103;GRÜNENTHAL PHARMA S.A.;Doctor Zamenhof, 36;28027;Madrid
10266;ISDIN S.A.;Provençals, 33;8019;Barcelona
10489;RATIOPHARM GMBH;Graf-Arco-Strasse, 3;D-89079;Donautal. Ulm. Baden-Wuerttemberg
10546;ROTTAPHARM S.L.;Avda. Diagonal, 67-69;8019;Barcelona
10820;GLAXOSMITHKLINE TRADING SERVICES LIMITED;6900 Cork Airport Business Park. Kinsale Road;-;Cork
31754;KALCEKS AS;Krustpils iela 71 E;1057;Riga - LV
31797;FERRING S.A.;C/Arquitecto Sanchez Arcas, 3 - 1º;28040;Madrid
7127;LABORATORIOS LEO PHARMA S.A.;Marina, 16-18-Planta 8ª Torre MAPFRE;8005;Barcelona
7144;LABORATORIOS PFIZER LDA.;Lagoas Park - Edif. 10;P-2740-271;Porto Salvo
7216;LABORATORIOS EFFIK S.A.;San Rafael, 3;28108;Alcobendas (Madrid)
7264;NOVARTIS HELLAS S.A.C.I.;12th Km National Road Athens-Lamia;GR-14451;Metamorphosi, Atenas
7689;RECORDATI IRELAND LIMITED;Raheens East;Desconocid;Ringaskiddy, County Cork
7727;GE HEALTHCARE AS;Nycoveien 1-2, Nydalen;485;Oslo
8198;BAYER SCHERING GMBH;Muellerstasse, 170-178;13353;Berlín
8334;GEDEON RICHTER PLC.;Gyömroi ut 19-21;H-1103;Budapest
8454;OTSUKA PHARMACEUTICAL S.A.;Avda. Diagonal, 609-615;8028;Barcelona
8474;APOTEX EUROPE B.V.;Darwinweg, 20;2333 CR;Leiden
8653;BLUEFISH PHARMACEUTICALS AB (PUBL);Birger Jarlsgatan, 37;111 45;Estocolmo
8730;FARMALIDER S.A.;Aragoneses, 15;28108;Alcobendas (Madrid)
29504;AGEPHA PHARMA S.R.O.;Diaľnična cesta 5,;90301;Senec
29532;VIANEX S.A.;Tatoiou Street,18th Km-Lamia National Road;14671;Athens,Nea Erythraia
29563;ZAMBON S.A.U.;Calle Maresme 5;8130;Santa Perpetua de Mogoda (Barcelona)
29766;TAKEDA ITALIA S.P.A.;Via Elio Vittorini 129;144;Rome
30008;GALENICUM DERMA S.L.;Carretera Nacional 1 Km 36;28750;San Agustin del Guadalix (Madrid)
30019;MYLAN MEDICAL S.A.S.;40/44 Rue Washington;75008;Paris
30090;SCHWABE FARMA IBERICA S.A.U.;Avenida de la Industria, 4 edificio 2, escalera 1 2ª planta;28108;Alcobendas (Madrid)
11023;LABORATORIOS TEGOR S.L.;Pol. Ind. Ugaldeguren, 1;48170;Zamundio (Vizcaya)
11150;SAIMA PRODUCTOS Y SERVICIOS, S.L.U.;Ginebre, 13 - 1ºB;8000;Platha d'Aro (Barcelona)
11407;LABORATORIOS LESTRAL S.A.;Avda. de los Madroños, 33;28043;Madrid
11622;PFIZER S.L.;"Avenida de Europa, 20 B; Parque Empresarial La Moraleja";28108;Alcobendas (Madrid)
11708;BRISTOL MYERS SQUIBB S.A.;C/ Quintanavides, 15;28050;Madrid
12645;BIOSEARCH S.A.;Camino de Purchill 66;18004;Granada (Granada)
12744;ANGELINI PHARMA ITALIA AZIENDE CHIMICHE RIUNITE ANGELINI FRANCESC O A.C.R.A.F. S.P.A. ENUNCIABILE AN;Viale Amelia, 70;181;Roma
25535;CHEPLAPHARM ARZNEIMITTEL GMBH;Ziegelhof 24;17489;Fettenvorstadt, Greifswald Hansestadt
39782;MUNDIPHARMA GMBH;De-Saint-Exupery-Strasse 10 , Flughafen;60549;Frankfurt Am Main - Hassia
40096;PHOENIX LABS UNLIMITED COMPANY;Suite 12 , Bunkilla Plaza;D15 WR13;Bracetown Business Park - Clonee Co Meath
15448;MEDIAM;"85, Rue Nelson Mandela, """"Le Galenis""""";F-59120;Loos
15630;NUTRA ESSENTIAL OTC S.L.;Calle de la Granja, 1.- 3ºB;28108;Alcobendas (MADRID)
15657;CASEN RECORDATI S.L.;Autovia de Logroño, km. 13,300;50180;UTEBO (ZARAGOZA)
15672;MEDIWOUND GERMANY GMBH;Eisenstr.5;65428;Russelsheim
15826;PHARMACIA NOSTRUM S.A.;Avenida de Europa, 20 B Parque Empresarial La Moraleja;28108;Alcobendas
16620;LABORATORIO ALDO UNION S.L.;Baronesa de Maldá,73;8950;Esplugues de Llobregat (Barcelona)
16860;PHARMACEPT GMBH;Bessemerstr 82;12103;Berlin
27207;MYLAN IRE HEALTHCARE LIMITED;Unit 35/36 Grange Parade. Baldoyle Industrial Estate,;13;Dublin
27271;VIVANTA GENERICS S.R.O.;Trtinova 260/1, Cakovice;19600;Prague 9
27351;NODEN PHARMA DESIGNATED ACTIVITY COMPANY;D'Olier Chambers, 16A D'Olier Street;D02 H589;Dublin 2
27401;NUCLIBER, S.A.;C/Hierro, 33;28045;Madrid
40505;SILANES IDF S.L.;Calle Retamar, 11;28043;Madrid
70797;PFIZER IRELAND PHARMACEUTICALS UNLIMITED COMPANY;Operations Support Group, Ringaskiddy;P43 X336;Cork
24042;ALFASIGMA ESPAÑA, S.L.;Avda. Diagonal, 490 - 4º;8006;Barcelona
24320;BAYER AB;Box 606;16926;Solna
33681;ALTAN PHARMA LIMITED;The Lennox Building, 50 South Richmond Street;D02 FK02;Dublin 2
34727;MEDIS GMBH;Campus 21, Europaring F15;2345;Brunn Am Gebirge
42456;GALENICUM HEALTH S.L.U.;Calle Sant Gabriel 50;8950;Esplugues De Llobregat (Barcelona)
42905;GRIFOLS MOVACO S.A.;Calle De Can Guasch s/n, Poligono Levante;8150;Parets Del Valles (Barcelona)
43609;ADVANCED ACCELERATOR APPLICATIONS;8-10 Rue Henri Sainte-Claire Deville;92500;Rueil-Malmaison
46758;REIWA HEALTHCARE S.L.;Carretera De Fuencarral 22;28108;Alcobendas, Madrid
48207;LABORATORIOS TILLOMED SPAIN S.L.U;Cardenal Marcelo Spinola 8, planta 1era, puerta F;28016;MADRID
49010;VERTEX PHARMACEUTICALS (IRELAND) LIMITED;Unit 49, Block 5 Northwood Court, Northwood Crescent, Northwood;D09 T665;Dublin 9
71016;ARGENX SPAIN S.L.;C/ Gaztambide 14, 1º A;28015;Madrid
71207;VIANEX S.A.;Varibobi Street 8, Nea Erythrea;146 71;Attica
71277;AMICUS THERAPEUTICS S.L.U;Paseo de la Castellana número 141, planta 19;28046;Madrid
88024;CSL BEHRING S.A.;AVDA. PAISOS CATALANS, 34 3ª PLANTA;8950;ESPLUGUES DE LLOBREGAT  (Barcelona)
88150;MEDA PHARMA;Rua Do Centro Cultural, 13;1749-066;Lisboa
88185;LABORATORIOS SONPHAR S.L.;c/ Paris, 64 Esc. c Planta 1, puerta 3;8029;Barcelona
31878;IMMEDICA PHARMA AB;Norrtullsgatan 15, Gustav Vasa;SE 113 29;Stockholm - Stockholms Lan
31978;SEQIRUS S.R.L.;Via del Pozzo 3/A, S. Martino;53035;Monteriggioni, Siena
38218;ORGANON BELGIUM;Handelsstraat 31;1000;Brussels, Brussels-Capital Region
38470;EVOLUS PHARMA LIMITED;70 Sir John Rogerson's Quay, Dublin 2;D02 R296;Co. Dublin
24290;KNEIPP GMBH;Winterhäuser Str. 85;97084;Würzburg
34487;DAIICHI SANKYO BELGIUM;Boulevard de la France, 3-5;1420;Braine-L'Alleud
34502;LINDE GAS ESPANA S.A.U.;Camino de Liria, S/N;46530;Puçol
34794;VALQUIFARMA S.A.U.;Avda. de la Industria, 30;28108;Alcobendas (Madrid)
42433;SHIONOGI B.V.;Herengracht 464;1017 CA;Noord-Holland, Amsterdam
42448;SANOFI B.V.;Paasheuvelweg 25, Amsterdam;1105 BP;Noord-Holland
43544;NEURAXPHARM PHARMACEUTICALS S.L.;Avda. Barcelona 69;8970;Sant Joan Despí (Barcelona)
43780;HORUS PHARMA;22 Allee Camille Muffat Inedi 5;6200;Nice
43807;HALEON SPAIN S.A.;Calle De Severo Ochoa 2 Parque Tecnologico De Madrid;28760;Tres Cantos (Madrid)
43833;UPJOHN HELLAS LTD;Calle Messogion 253-255;154 51;N. Psiquico, Atenas
46755;ORGANON PORTUGAL SOCIEDADE UNIPESSOAL LDA.;Rua Alexandre Herculano 50 Piso 9;1250-011;Lisbon
47858;SANOFI S.R.O.;Generála Píky 430/26;160 00;Praga 6
71079;GLENMARK FARMACEUTICA S.L.U;Calle Retama, 7, 7ª Planta;28045;Madrid
71121;MEDICOM HEALTHCARE IRELAND LIMITED;3rd Floor, 40 Mespil Road;DO4 C2N4;Dublin 4
71139;ROHA ARZNEIMITTEL GMBH;Am Tabakquartier 50 Loft 20;28197;Bremen
88053;EUROESPES BIOTECNOLOGIA PHARMA, S.L.;Poligono de Bergondo, c/Guisamo, parcela a-6, nave f;15165;Bergondo (Coruña)
88078;LABORATORIOS URGO S.L.;Florida 29;20120;Hernani (Guipuzcua)
88128;COOBERPHARM, S.L.;Brusi, 7;8006;Barcelona
88146;MERCK S.L.;Maria de Molina, 40;28006;Madrid
88187;ALMIRALL S.A.;Ronda General Mitre, 151;8022;Barcelona
88227;APOTEX ESPANA S.L.;C/ Calendula nº 93, Miniparc III, Edificio G, 2ª Planta, El Soto de la Moraleja;28109;Alcobendas (Madrid)
88300;NO PROCEDE;NO PROCEDE;NO PROCEDE;NO PROCEDE
27771;DR. FRANZ KOEHLER CHEMIE GMBH;Werner-von-Siemens-Strasse 14-28;D-64625;Bensheim
27935;SANOFI BELGIUM;Leonardi Da Vincilaan 19;1831;Diegem, Vlaams-Brabant
28100;TAKEDA PHARMA SP. Z O.O.;Ul. Prosta 68;00-838;Warsaw, Mazowieckie
28152;BIOWISE PHARMACEUTICALS, S.L.;C/Teixidors, 22. Poligono de Marratxi;7141;Marratxi
28157;BIOMARIN PHARMACEUTICALS ESPAÑA S.L.;Miniparc2. Calle Calendula, 95. Edificio 0. 1º planta.oficina 9-10;28109;Alcobendas. Madrid
28166;FRESENIUS MEDICAL CARE DEUTSCHLAND GMBH;Else-Kröner-Strabe 1;61352;Bad Homburg, Hessen
28192;LFB BIOTERAPIAS HISPANIA S.L.;C/Diego de Leon, 47;28006;Madrid
28612;GRUNENTHAL;Lenneke Marelaan 8;1932;Sint-Stevens-Woluwe, Vlaams-Brabant
28717;EVOLAN PHARMA AB;P.O. Box. 120;182 12;Danderyd
28871;MALLINCKRODT RADIOPHARMACEUTICALS SPAIN S.L.;Edificio 2, Calle Ribera del Loira 46;28042;Madrid
28948;MSD BELGIUM BVBA/SPRL;Clos du Lynx 5;1200;Bruxelles
29116;GLAXOSMITHKLINE CONSUMER HEALTHCARE HELLAS S.A.;Kifissias Leoforos 274;15232;Chalandri
15;ALK-ABELLO A/S;Bogue Alle, 6-8.;DK-2970;Horsholm. Hovedstaden
16;ALK ABELLO S.A.;Miguel Fleta, 19;28037;Madrid
43;ABBOTT LABORATORIES S.A.;Avda. de Burgos, 91 - Poligono Industrial Carretera De Burgos;28050;Madrid
180;ANTIBIOTICOS FARMA S.A.;Carretera M-134, km 1,5;28803;Alcalá de Henares (Madrid)
247;ASTRAZENECA UK LIMITED;Silk Road Business Park;SK10 2NA;Macclesfield, Cheshire
621;CHEMIFARMA, S.A.;Sierra de Guadarrama 11, Poligono Industrial 2;28850;San Fernando de Henares (Madrid)
634;CHEMO IBERICA S.A.;Gran Via Carlos III, 98 7ª - Edificio Trade;8028;Barcelona
701;CLINTEC PARENTERAL;6, Avenue Louis Pasteur, B.P. 76;F-78311;Maurepas Cedex
711;COMBE EUROPA, S.L.;Orense, 58.;28020;Madrid
712;COMBINO PHARM S.L.;Fructuos Gelabert, 6-8;8970;Sant Joan Despi (Barcelona)
953;LABORATORIO ESTEDI S.L.;Montseny, 41;8012;Barcelona
1097;FRESENIUS KABI DEUTSCHLAND GMBH;Else-KrönerStrasse, 1;D-61352;Bad Homburg
1474;ITALFARMACO S.P.A.;Viale Fulvio Testi, 330;I-20126;Milan
1575;KRKA D.D. NOVO MESTO;Smarjeska cesta 6;8501;Novo mesto, Jugovzhodna Slovenija
1614;LAINCO S.A.;Avda. Bizet, 8-12.;8191;Rubí (Barcelona)
1623;LAUS FARMA S.L.;Gran Via de les Corts Catalanes, 764;8013;Barcelona
1643;DESMA LABORATORIO FARMACEUTICO S.L.;Cuatro Amigos, 7 Escalera 2 1ºD;28029;Madrid
1690;LABORATORIOS LLORENS S.A.;Ciudad de Balaguer, 7-11;8022;Barcelona
1722;MABO FARMA S.A.;Carretera M-300 Km 30,500.;28802;Alcala de Henares (Madrid)
1778;MEDICAL S.A.;Poligono Industrial Las Quemadas. Parcela 87,;14014;Cordoba
1803;LABORATORIOS MENARINI S.A.;Alfonso XII, 587;8918;Badalona (Barcelona)
1817;MERCK KGAA;Frankfurter Strasse, 250.;D-64293;Darmstadt
1961;NOVARTIS PHARMA GMBH;Roonstrasse 25;90429;Gostenhof. Nürnberg. Bavaria
2082;LABORATORIO PADRO, S.A.;Gran Via de les Corts Catalanes, 764;8013;Barcelona
2131;LABORATORIOS FARMACÉUTICOS ROMOFARM S.L.;Ronda General Mitre, 151;8022;Barcelona
2219;PIERRE FABRE IBERICA S.A.;Ramon Trias Fargas, 7-11. Edificio Marina Village;8005;Barcelona
2423;LABORATORIOS RIMAFAR S.L.;Pol. Ind. Malpica Calle C, Nº 4;50016;Zaragoza
2604;SEPTODONT;58, Rue du Pont de Creteil;F-94100;Saint Maur des Fosses
2664;SIGMA TAU ESPAÑA, S.A.;Bolivia, 15. Poligono Industrial Azque;28806;Alcala de Henares (Madrid)
3020;LABORATORIOS FARMACEUTICOS VALOMED S.A.;San Rafael, 3;28108;Alcobendas (Madrid)
4614;GENFARMA LABORATORIO S.L.;Colquide, 6 - Portal 2.1ª planta. Oficina D;28230;Las Rozas (Madrid)
4627;APOGEPHA ARZNEIMITTEL GMBH;Kyffhauserstrasse, 27,;D-01309;Dresden
4676;G.E.S. GENERICOS ESPAÑOLES LABORATORIO, S.A.;Colquide, 6 - Portal 2, 1º - Oficina F.;28230;Las Rozas (Madrid)
6934;TECSOLPAR S.A.;Pérez de Sala, 33;33007;Oviedo (Asturias)
7024;ZAMBON S.A.;Maresme, 5  Pol. Can Bernades-Subirà;8130;Sta. Perpetua de la Mogoda (Barcelona)
7687;ORPHA-DEVEL HANDELS UND VERTRIEBS GMBH;Wintergasse 85 / 1B;A 3002;Purkersdorf
7729;FERRING S.A.U.;Gobelas, 11. Urbanización La Florida;28023;Madrid
8014;CURIUM PHARMA SPAIN S.A.;Mendez Alvaro, 55;28045;Madrid
8119;BIOMED S.L.;Licorers, 169-170. Nave 14. Polígono Can Robiols;7141;Marratxi (Islas Baleares)
8427;ACTAVIS GROUP PTC EHF.;Reykjavikurvegi, 76-78;IS-220;Hafnarfjordur
8602;QUIMICA FARMACEUTICA BAYER S.L;Av. Baix Llobregat, 3-5;8970;Sant Joan Despi (Barcelona)
8928;ESTEVE INNOVA S.A.;Avda. Mare de Deu de Montserrat, 221;8041;Barcelona
29191;BAYER BULGARIA EOOD;Ul. Rezbarska 5;1510;Sofia
3755;MIGUEZ;General Pingarron, 5;28902;Getafe (Madrid)
3768;ALCOR, S.L.;Cervantes, 24;28014;Madrid
3900;MEDINOVA, S.L.;Collado Mediano s/n;28239;Las Rozas (Madrid)
4115;FERRER INTERNACIONAL S.A.;Gran Via de Carlos III, 94;8028;Barcelona
4424;LABORATORIOS SUPPORT PHARMA S.L.;General Alvarez de Castro, 39;28010;Madrid
21062;BILLEV PHARMA APS;Slotsmarken 10;2970;Horsholm
21071;VIFOR FRANCE;100-101 Terrasse Boieldieu, Tour Franklin La Defense 8;92042;Paris La Defense Cedex
32240;SEQIRUS NETHERLANDS B.V.;Paasheuvelweg 28;1105BJ;Amsterdam
32259;NORGINE DE ESPANA S.L.U.;Julian Camarillo, 21B - 4ª planta;28037;Madrid
32398;VEDIM SP. Z O.O.;ul. Z. Herberta 8;380;Warszawa
12881;VIFOR PHARMA ESPANA S.L.;Av. Cami Reial, 51-57;8184;Palau-solità i Plegamans (Barcelona)
13462;INVELIS FACILITY S.L.;Via Del Dos Castillas 9 Portal 2 Planta 3c;28224;Pozuelo de Alarcon Madrid
13503;INSTITUT GEORGES LOPEZ;Parc Tertiaire du Bois Dieu, RN6 - 1 allee des Chevreuils;F-69380;Lissieu
14042;KELA PHARMA N.V.;Industriepark  West 68;B-9100;St. Niklaas
14340;HIKMA FARMACEUTICA (PORTUGAL) S.A.;Estrada do Rio da Mó, nº 8, 8A e 8B;2705-906;Fervença, Terrugem SNT
14402;ALCON LABORATORIES LTD (UK);Frimley Bussines Park;GU16 7SR;Surrey
23616;BEXAL FARMACEUTICA S.A.;Centro Empresarial Parque Norte Edificio Roble, C/Serrano Galvache, 56;28033;Madrid
23799;ARKOPHARMA LABORATORIOS S.A.U.;Amaltea, 9;28045;Madrid
23805;DERMOFARM S.A.U.;C/ Leonardo da Vinci 16-22, Parc Can Sant Joan;8191;Rubi (Barcelona)
24074;BAYER S.P.A.;Viale Certosa, 130;20156;Milano
24143;MSD POLSKA SP. Z O.O.;ul. Chlodna 51;00-867;Warsaw
24319;CIPLA EUROPE;De Keyserlei 58-60, Box 19;2018;Antwerpen
33708;NORDIC GROUP B.V.;Siriusdreef 41;2132 WT;Hoofddoorp
34173;SUN PHARMA LABORATORIOS S.L.;Rambla de Catalunya 53-55 P5;8007;Barcelona
6375;ARROW GENERICS LIMITED;Unit 2, Eastman Way;SG1 4SZ;Stevenage, Herts
6377;THE MEDICINES COMPANY UK LIMITED;Abingdon 115L Milton Park .Abingdon;OX14 4SA;Oxfordshire
6703;LABORATORIOS SERVIER S.L.;Avda. de los Madroños, 33;28043;Madrid
36117;MONROL EUROPE S.R.L.;Strada Gradinarilor nº 1;77415;Jud. Bucharest
36177;BAVARIAN NORDIC A/S;Philip Heymans Alle 3;2900;Hellerup
43881;LABORATORIOS LEON FARMA S.A.;Calle La Vallina S/N Poligono Industrial Navatejera;24193;Villaquilambre (León)
43981;TAMARANG S.A.;Calle Balmes 85 P 2;8008;Barcelona
30842;BRISTOL-MYERS SQUIBB/PFIZER EEIG;Plaza 254, Blanchardstown Corporate Park 2;D15 T867;Dublin 15
30852;BLUE EARTH DIAGNOSTICS IRELAND LIMITED;6th Floor, 2 Grand Canal Square;;Dublin 2
31838;BASILEA PHARMACEUTICA DEUTSCHLAND GMBH;Marie-Curie-Strasse 8;79539;Lörrach
31840;FERRING S.A.U.;C/Arquitecto Sanchez Arcas, 3 - 1º;28040;Madrid
32069;TILLOMED PHARMA GMBH;Mittelstrabe 5/5a;12529;Schonefeld, Bradenburg
38828;ORGANON BIOSCIENCES S.R.L.;Strada Av. Popisteanu 54a;12095;Bucharest
45555;VESISMIN S.L.U.;Carrer Aribau 230-240, 6ªplanta, L-O;8006;Barcelona
67124;STRAGEN ESPAÑA S.L.;Calle De Serrano 90 6;28006;Madrid
67133;LABORATOIRES BAILLEUL S.A.;14-16 Avenue Pasteur;2310;Luxembourg
67328;WHITEOAK PHARMACEUTICAL B.V.;Teleportboulevard 130;1043 EJ;Amsterdam Noord-Holland
16257;MESOESTETIC PHARMA GROUP S.L.;C/Tecnologia, 25;8840;Viladecans
16687;ZAMBON S.P.A.;Via Lillo del Duca, 10;20091;Bresso (MI)
11026;HERBACOS RECORDATI S.R.O.;Strossova 239;53003;Pardubice
11241;KOROTT S.L.;Polígono Industrial Santiago Payá, C/ Fila Benimerines, 61;3801;Alcoy (Alicante)
11573;ADVANCED ACCELERATOR APPLICATIONS IBERICA S.L.U.;Poligono Industrial La Cuesta-Sector 3, Parcelas 1-2;50100;La Almunia de Doña Godina (Zaragoza)
11989;DESARROLLOS FARMACÉUTICOS Y COSMÉTICOS S.A.;C/ Josefa Valcarcel, 38;28027;Madrid
12242;MEDIMMUNE LLC;Lagelandseweg 78;6545 CG;CG Nijmegen
12526;LIPOMED GMBH;Hegenheimer Strasse 2;79576;Weil/Rhein
12630;PHARMING GROUP N.V.;Darwinweg, 24;CR  2333;Leiden
40506;STRAGEN FRANCE;30 Rue Edouard Nieuport;69008;Lyon
40569;ASTELLAS PHARMA S.A.;Paseo Castellana 259d-planta 31;28046;Madrid
69622;LABORATORIOS ABELLO S.A.;Calle De Josefa Valcarcel 42,;28027;Madrid
34756;TAKEDA FRANCE S.A.S.;112 Avenue Kleber;75116;Paris
34777;NORGINE;Haasrode Research Park, Romeinsestraat 10;3001;Heverlee
34939;ABAMED PHARMA S.L.;C/ Botanica, 137-139;8908;L'Hospitalet de Llobregat (Barcelona)
34960;SANOCHEMIA PHARMAZEUTIKA GMBH;Landegger Strasse 7;2491;Neufeld an der Leitha
35004;TAKEDA PHARMA A/S;Delta Park, 45;2665;Vallensbaek Strand
1;ALCON CUSI, S.A.;Ctra. Nacional II, Km 632;8320;El Masnou (Barcelona)
48;LABORATORIOS ABELLO S.A.;Josefa Valcarcel, 38;28027;Madrid
167;ANDREU ROCHE S.A.;Severo Ochoa, 13 - Polig. Industrial Nuestra Sra. de Butarque;28914;Leganés (Madrid)
388;LABORATORIOS BELMAC S.A.U.;Poligono Malpica c/C nº 4;50016;Zaragoza
398;BERLIN-CHEMIE AG;Glienicker Weg, 125. Adlershof;D-12489;Berlin
428;BIOCODEX;1, Avenue Blaise Pascal;F-60000;Beauvais
470;BOEHRINGER INGELHEIM ESPANA S.A.;Prat de la Riba, 50;8174;Sant Cugat del Valles (Barcelona)
480;INN-FARM D.D.O;Maleseva ulica 014;1000;Ljubljana
505;BRACCO INTERNATIONAL B.V.;3051 Strawinskylaan;NL-1077 ZX;Amsterdam
845;DR. AUGUST WOLFF GMBH & CO. KG ARZNEIMITTEL;SudbrackStrasse, 56, Schildesche;D-33611;Bielefeld, North Rhine-Westphalia
849;ESTEVE PHARMACEUTICALS S.A.;Avda. Mare de Deu de Montserrat, 221;8041;Barcelona
