"CodMun";"Municipio";"Extensión superficial (Km2). 2019";"Perímetro (m). 2019";"Altitud sobre el nivel del mar (m). 2019";"Número de núcleos que componen el municipio. 2023";"Distancia a la capital (Km). 2019";"Población total. 2023";"PobHombres23";"PobNucleos23";"PobDiseminados23";"EdadMedia22";"Porcentaje de población menor de 20 años. 2023";"Porcentaje de población mayor de 65 años. 2023";"Variación relativa de la población en diez años (%). 2012-2022";"Número de extranjeros. 2022";"Principal procedencia de los extranjeros residentes. 2022";"Emigraciones. 2022";"Inmigraciones. 2022";"Nacimientos. 2023";"Defunciones. 2023";"Matrimonios. 2023";"Alcaldía. 2023";"Hoteles. 2023";"Hostales y pensiones. 2023";"Plazas en hoteles. 2023";"Plazas en hostales y pensiones. 2023";"Tasa municipal de desempleo (%). 2023";"Renta bruta media. 2022";"Renta disponible media. 2022"
21024;"Corteconcepción";49.21;38595.37;578;2;103.8;569;298;552;11;46.8;14.1;23.2;-6;24;"Reino Unido";32;32;2;5;3;"POR HUELVA";"-";"-";"-";"-";"20.100000000000001";"-";"-"
21025;"Cortegana";173.42;101672.01;673;6;97.7;4648;2346;4500;149;45.7;17;22.5;-5.7;122;"Portugal";152;189;28;63;6;"PARTIDO POPULAR";"*";"*";"*";"*";"20.9";"21113";"17900"
21026;"Cortelazor";39.99;29634.42;621;1;105;301;145;285;14;48.6;14.3;24.6;4.1;11;"Bélgica";15;12;3;9;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"25.2";"-";"-"
21027;"Cumbres de Enmedio";13.58;16370.33;589;1;120.9;63;35;59;4;50.6;7.9;20.6;-9.2;2;"se";1;6;0;1;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"-";"-";"-"
21028;"Cumbres de San Bartolomé";144.86;66866.94;579;1;124.6;365;190;352;14;54.6;6.8;32.3;-13.3;5;"se";11;4;0;4;0;"PARTIDO POPULAR";"-";"-";"-";"-";"27.6";"-";"-"
21029;"Cumbres Mayores";121.82;59788.48;685;1;125.1;1732;856;1687;44;47.2;15.4;24.2;-8.5;53;"Marruecos";74;75;9;26;7;"CIUDADANOS-PARTIDO DE LA CIUDADANÍA";"-";"-";"-";"-";"22";"19393";"16788"
21003;"El Almendro";171.09;84858.99;231;1;47.1;849;434;806;42;46;15.7;21.7;-1.3;43;"Rumanía";35;39;3;14;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"20.6";"-";"-"
21018;"El Campillo";90.88;83623.64;431;2;65.8;2017;982;1969;46;46.9;16.4;24;-8.4;37;"Bulgaria";50;69;7;29;4;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"20.8";"22430";"19059"
21023;"El Cerro de Andévalo";286.78;95382.17;299;4;68.8;2281;1141;2244;28;48.6;15;27.4;-5.4;31;"Portugal";62;74;13;38;2;"PARTIDO POPULAR";"-";"-";"-";"-";"20.2";"20536";"17436"
21037;"El Granado";97.84;74241.36;135;2;59.5;497;259;467;31;51.8;10.3;29.6;-11.1;25;"Portugal";26;19;0;6;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"18.2";"-";"-"
21031;"Encinasola";178.12;73745.24;427;1;131.4;1312;664;1264;5;50.7;12.3;29.1;-13.9;16;"Portugal";37;43;6;26;7;"CON ANDALUCÍA";"*";"-";"*";"-";"23.5";"18659";"16314"
21032;"Escacena del Campo";135.51;84708.99;170;3;57;2322;1119;2317;8;42.1;22.1;18.6;13.9;51;"Marruecos";54;91;17;32;9;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"17";"17788";"15611"
21033;"Fuenteheridos";10.94;14817.35;703;1;98.8;816;425;746;60;42.6;20.5;15.9;39.2;41;"Rumanía";48;74;7;8;6;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"21.4";"-";"-"
21034;"Galaroza";22.31;28568.42;547;3;98.6;1383;693;1335;46;46.4;16.2;22.8;-13.5;58;"Rumanía";55;74;9;12;8;"PARTIDO POPULAR";"*";"*";"*";"*";"21.1";"17606";"15285"
21035;"Gibraleón";329.08;117850.59;25;5;14.4;13162;6574;11526;1414;42.2;20.4;16.8;2.7;723;"Rumanía";570;680;98;120;41;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"16.5";"20644";"17584"
21038;"Higuera de la Sierra";24.52;21555.78;623;1;95;1302;675;1294;12;47.5;16;25;-5;35;"Rumanía";48;50;6;14;6;"PARTIDO POPULAR";"-";"-";"-";"-";"21.4";"20601";"17628"
21039;"Hinojales";26.75;28419.78;611;1;123.6;329;166;329;0;48.9;15.2;27.1;-3.7;1;"se";12;9;1;3;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"31.1";"-";"-"
21040;"Hinojos";320.34;128691.49;80;1;58.5;4130;2082;4055;39;44.5;18.4;20.8;0.5;235;"Marruecos";126;231;26;43;17;"PARTIDO POPULAR";"-";"-";"-";"-";"13.2";"21311";"18047"
21041;"Huelva";152.35;84801.25;10;5;0;142968;68586;142521;11;43.6;19.9;19.6;-4.5;7027;"Marruecos";4092;5297;937;1323;464;"PARTIDO POPULAR";"8";"*";"1119";"*";"22.5";"26604";"21801"
21042;"Isla Cristina";50.72;38315.62;2;9;45;21724;10914;21021;582;41.2;20.8;15.6;-2;1971;"Marruecos";919;1007;152;164;89;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"5";"-";"2255";"-";"21";"18935";"16336"
21043;"Jabugo";24.96;27665.82;653;4;97.7;2209;1110;2151;57;44.3;17.9;19.3;-3.6;65;"Países Bajos";93;75;22;31;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"20.2";"21037";"17909"
21036;"La Granada de Río-Tinto";44.77;36994.22;433;1;83.9;246;120;209;38;45.7;17.5;22.4;6.3;12;"Paraguay";18;9;1;1;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"27.5";"-";"-"
21051;"La Nava";61.14;40944.24;418;1;104.5;269;143;235;24;50.3;12.6;27.5;-21.1;8;"Ucrania";7;20;1;1;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"31.4";"-";"-"
21054;"La Palma del Condado";60.52;35375.7;89;1;40.2;10722;5341;10640;86;41.4;22.4;17;1.5;581;"Marruecos";338;317;83;106;47;"PARTIDO POPULAR";"*";"*";"*";"*";"17.899999999999999";"22309";"18752"
21902;"La Zarza-Perrunal";44.71;60678.78;260;2;63.7;1216;613;1215;0;50.2;10.9;26.7;-11.1;17;"Rumanía";31;39;8;18;1;"AHORA INDEPENDIENTES";"-";"-";"-";"-";"21.8";"21691";"18329"
21044;"Lepe";127.81;79477.92;18;6;30.4;29031;15022;27595;1218;39.4;21.9;12.3;5.2;5339;"Marruecos";1214;1527;250;185;102;"PARTIDO POPULAR";"10";"8";"3173";"176";"13.6";"19314";"16461"
21045;"Linares de la Sierra";29.27;26235.91;472;1;99;282;137;268;15;45.9;18.8;17.4;-3.5;6;"Italia";18;17;3;0;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"20.9";"-";"-"
21048;"Los Marines";10;19152.39;717;1;102.3;417;219;387;29;44.4;20.4;21.1;23.9;17;"Reino Unido";20;18;1;6;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"25.4";"-";"-"
21046;"Lucena del Puerto";69.86;64840.01;82;1;24;3459;1832;2438;840;39.6;19.4;11.3;2.8;1120;"Marruecos";373;319;30;17;13;"PARTIDO POPULAR";"-";"-";"-";"-";"4.7";"18524";"15594"
21047;"Manzanilla";39.69;38610.27;159;1;51.5;2197;1124;2124;23;46.1;16.8;21.4;-6.7;37;"Rumanía";66;85;17;27;7;"PARTIDO POPULAR";"-";"-";"-";"-";"22.7";"16044";"14354"
21049;"Minas de Riotinto";23.35;30420.65;417;3;69;3706;1781;3699;4;46.8;15.7;24;-9.1;74;"Bulgaria";142;135;26;32;13;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"21.8";"24510";"20481"
21050;"Moguer";204.15;69339.15;49;4;19.6;22933;11556;18048;4908;39.9;19.8;12.3;8.1;6643;"Marruecos";1350;1634;143;103;59;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"5";"*";"385";"*";"9.4";"19401";"16474"
21052;"Nerva";55.48;40609.18;330;1;73.2;5086;2462;5072;9;46.5;16.8;23.9;-11.6;132;"Marruecos";145;148;28;62;15;"PARTIDO POPULAR";"*";"-";"*";"-";"23.8";"22428";"19034"
21053;"Niebla";223.98;118267.15;39;3;28.1;4257;2136;4078;166;42.7;19.7;18.5;1.1;233;"Marruecos";123;151;33;44;14;"PARTIDO POPULAR";"-";"-";"-";"-";"17.100000000000001";"20064";"17255"
21055;"Palos de la Frontera";49.12;62709.31;20;4;12.7;12739;6551;10743;1794;38.1;21.7;11;27.3;2871;"Marruecos";715;861;125;68;50;"PARTIDO POPULAR";"5";"*";"401";"*";"9";"19917";"16692"
21056;"Paterna del Campo";132.73;71365.81;176;2;56.1;3470;1771;3429;36;45.7;17.4;24.1;-3.7;71;"Marruecos";75;76;29;39;13;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"21.2";"17480";"15294"
21057;"Paymogo";214.05;72448.08;176;1;74.5;1175;585;1128;9;46.4;18.3;22.7;-13.1;30;"Rumanía";43;44;6;16;2;"POR HUELVA";"-";"*";"-";"*";"24.1";"16390";"14414"
21058;"Puebla de Guzmán";337.22;125035.22;196;2;56.3;3142;1613;3061;54;45.8;17.4;22.7;-1.1;63;"Nicaragua";76;111;18;39;8;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"20.399999999999999";"18792";"16230"
21059;"Puerto Moral";19.85;21541.3;522;1;103;282;138;254;28;40.9;19.1;12.1;2.2;6;"Colombia";20;22;4;4;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"18.7";"-";"-"
21060;"Punta Umbría";38.37;34948.04;3;3;20;16073;8154;16069;0;43.5;17.8;19;8.4;583;"Marruecos";892;821;92;108;76;"UNIDOS POR PUNTA UMBRÍA";"6";"*";"4657";"*";"19.100000000000001";"24598";"20234"
21061;"Rociana del Condado";72.07;36576.8;97;1;36.4;8192;4030;7801;247;41.2;20.2;15.3;3;1768;"Rumanía";395;595;57;65;24;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"12.4";"15059";"13331"
21062;"Rosal de la Frontera";210.02;90403.67;224;1;100.3;1710;841;1647;18;46.7;17.1;24.2;-10.2;98;"Portugal";84;65;11;29;2;"PARTIDO POPULAR";"-";"*";"-";"*";"20.9";"17464";"15180"
21063;"San Bartolomé de la Torre";56.75;31950.98;126;1;29.7;3994;2028;3714;283;41.9;20.5;17.2;9.7;739;"Rumanía";213;301;25;32;11;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"11.9";"18788";"16092"
21064;"San Juan del Puerto";45.39;56699.4;6;4;13.1;9704;4862;9415;244;39.3;24.1;13.1;12.4;936;"Marruecos";392;552;75;65;35;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"15.4";"21003";"17881"
21066;"San Silvestre de Guzmán";48.73;31302.24;152;1;48.4;664;342;651;11;48.1;14.2;25.8;-8.2;75;"Marruecos";36;48;2;12;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"13.7";"-";"-"
21065;"Sanlúcar de Guadiana";96.84;62124.58;8;1;64.8;429;212;381;41;49.7;15.4;28.7;-9.9;92;"Reino Unido";24;45;3;5;1;"PARTIDO POPULAR";"*";"-";"*";"-";"17.100000000000001";"-";"-"
21067;"Santa Ana la Real";26.62;24841.22;637;4;88.5;479;226;439;36;48;12.3;22.8;-12.7;19;"Reino Unido";16;22;1;2;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"22.2";"-";"-"
21068;"Santa Bárbara de Casa";146.96;66921.46;309;1;77.5;1128;569;1061;41;49.1;14.4;25.5;-6.6;34;"Mali";33;58;13;12;5;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"18.5";"16921";"14650"
21069;"Santa Olalla del Cala";203.17;82687.44;516;1;116.7;2039;1037;2015;23;44;20.5;20.1;-4.3;17;"Jordania";51;57;16;24;17;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"24.6";"19495";"16690"
21070;"Trigueros";118.22;73621.08;76;6;19.6;8014;3973;7899;90;42.7;20.1;18.5;1.6;255;"Marruecos";210;308;65;80;26;"PARTIDO POPULAR";"-";"*";"-";"*";"17.2";"22047";"18600"
21071;"Valdelarco";14.89;28980.61;622;1;103.1;243;118;229;14;49.7;13.2;25.9;2.1;8;"Chile";7;13;0;4;0;"PARTIDO POPULAR";"-";"-";"-";"-";"16.7";"-";"-"
21072;"Valverde del Camino";219.1;82767.13;274;5;44;12732;6245;12637;18;44.4;20;21.3;-1.4;368;"Rumanía";352;327;71;136;51;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"17.7";"25059";"20642"
21073;"Villablanca";98.58;38329.24;91;1;42.8;2968;1484;2626;295;42.3;18.9;17.2;-1;551;"Rumanía";189;212;17;22;10;"PARTIDO POPULAR";"*";"*";"*";"*";"10.9";"16849";"14697"
21074;"Villalba del Alcor";62.48;50235.92;157;1;47.1;3335;1634;3288;47;43.9;19.3;20;-3.7;53;"Marruecos";81;111;23;54;12;"PARTIDO POPULAR";"-";"-";"-";"-";"23.3";"16642";"14634"
21075;"Villanueva de las Cruces";34.46;35053.3;118;1;57;392;193;390;3;50.4;14.3;29.1;-8.5;15;"Marruecos";13;27;2;5;4;"PARTIDO POPULAR";"-";"-";"-";"-";"14.2";"-";"-"
21076;"Villanueva de los Castillejos";264.67;96553.29;222;1;46.4;2962;1501;2834;119;43.4;18.1;18.4;5;368;"Rumanía";128;189;21;24;18;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"16.5";"20120";"17102"
21077;"Villarrasa";72.32;38478.11;65;1;35.7;2173;1090;2054;94;44.7;18.6;20.7;-0.6;137;"Marruecos";117;97;8;37;11;"PARTIDO POPULAR";"-";"-";"-";"-";"20.5";"18224";"15782"
21078;"Zalamea la Real";239.28;90897.11;399;8;62.4;2986;1499;2894;79;47.9;14.4;25.4;-10.1;44;"Rumanía";97;92;21;42;12;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"20.399999999999999";"21944";"18547"
21079;"Zufre";341.13;109679.91;453;1;102.4;754;394;718;35;47.2;16.2;27.1;-15.7;23;"Portugal";40;22;1;8;0;"CON ANDALUCÍA";"-";"*";"-";"*";"21.4";"-";"-"
23001;"Albanchez de Mágina";38.8;28610.49;852;1;38.8;960;502;911;47;51.9;10.9;30.7;-19.5;24;"Marruecos";40;30;3;9;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"20";"-";"-"
23002;"Alcalá la Real";261.2;82110.02;919;22;50.1;21596;10680;20847;740;45.7;18.1;23.1;-5.7;975;"Marruecos";617;682;145;243;65;"PARTIDO POPULAR";"*";"*";"*";"*";"13.8";"21244";"18148"
23003;"Alcaudete";236.67;82339.81;664;4;44.8;10310;5076;9912;353;46;16.6;23.2;-7.1;395;"Reino Unido";298;308;71;123;53;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"15.5";"18384";"16036"
23004;"Aldeaquemada";120.18;52506.74;698;1;97.5;468;248;447;21;49.5;13;25.9;-15.8;12;"Honduras";24;30;1;5;1;"PARTIDO POPULAR";"-";"-";"-";"-";"19.2";"-";"-"
23005;"Andújar";964.33;171945.2;209;7;41.8;35894;17515;34457;1331;44.1;19.1;20.3;-7.6;530;"Marruecos";804;701;224;386;135;"PARTIDO POPULAR";"5";"*";"310";"*";"24.3";"21255";"18080"
23006;"Arjona";158.36;81454.38;444;1;35.6;5342;2628;5335;14;44.5;18;21.2;-6.4;55;"Marruecos";123;97;44;47;28;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"17.5";"18341";"16035"
23007;"Arjonilla";42.53;31092.76;344;1;41.6;3540;1793;3530;9;45.2;16.4;21.1;-7.7;51;"Marruecos";79;90;33;34;14;"CIUDADANOS-PARTIDO DE LA CIUDADANÍA";"-";"-";"-";"-";"16.100000000000001";"16970";"14999"
23008;"Arquillos";66.19;55680.01;380;2;69.3;1683;854;1678;2;44.4;17.5;20.3;-13.8;20;"Marruecos";51;48;23;19;5;"PARTIDO POPULAR";"-";"-";"-";"-";"19.8";"15917";"14189"
23905;"Arroyo del Ojanco";57.26;38939.53;533;1;119.2;2226;1126;2069;118;45.7;17.4;21.6;-11.8;142;"Marruecos";108;98;11;23;3;"PARTIDO POPULAR";"*";"*";"*";"*";"13.9";"15709";"14007"
23009;"Baeza";192.63;89637.72;750;4;45.1;15708;7787;15600;123;43.1;19.3;18.4;-4.6;474;"Marruecos";504;482;117;147;64;"PARTIDO POPULAR";"10";"*";"607";"*";"16.7";"22455";"18835"
23010;"Bailén";117.06;49895.86;347;1;38.9;17219;8549;17114;97;42.5;19.5;17.6;-7.2;280;"Marruecos";421;333;121;146;66;"PARTIDO POPULAR";"*";"*";"*";"*";"23.6";"19406";"16769"
23011;"Baños de la Encina";392;108407.96;405;2;48.2;2561;1305;2483;75;45.4;17.9;22.9;-3.7;19;"Reino Unido";106;83;17;31;8;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"19";"18294";"16125"
23012;"Beas de Segura";159.25;73319.94;575;4;119.6;4995;2586;4800;184;44.7;18.9;21.4;-11.9;393;"Marruecos";256;157;44;76;16;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"18";"16108";"14320"
23902;"Bedmar y Garcíez";118.71;68494.78;636;2;43.1;2605;1321;2599;6;45.5;17.2;22.2;-13.6;43;"Marruecos";79;75;15;35;9;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"14.9";"15201";"13744"
23014;"Begíjar";42.76;35001.35;554;2;41.5;2967;1493;2952;15;44.6;17.1;19.6;-4.5;47;"Marruecos";77;57;17;29;8;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"21";"15903";"14121"
23015;"Bélmez de la Moraleda";49.4;32004.85;857;3;49.3;1523;741;1502;23;48;16.2;26;-13.3;63;"Marruecos";37;58;9;25;7;"PARTIDO POPULAR";"-";"-";"-";"-";"25.2";"14978";"13590"
23016;"Benatae";44.43;48045.39;855;3;145.5;436;227;432;5;51.7;12.4;27.3;-18.7;23;"Argelia";33;31;5;12;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"14.9";"-";"-"
23017;"Cabra del Santo Cristo";186.88;79218.97;939;3;59.1;1695;888;1682;13;45.7;17.2;23.4;-14.2;25;"Rumanía";68;33;5;26;4;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"21.7";"14850";"13487"
23018;"Cambil";139.78;55444.94;757;2;28.3;2639;1381;2521;122;46.2;17.4;22.9;-9.3;102;"Marruecos";115;139;15;33;11;"AGRUPACIÓN ELECTORAL INDEPENDIENTE-CAMBIAR";"-";"*";"-";"*";"22.1";"14504";"13186"
23019;"Campillo de Arenas";116.64;71453.87;870;1;37;1706;860;1702;6;44.8;17.9;21.7;-17.8;47;"Marruecos";65;66;13;18;4;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"18.2";"17122";"15248"
23020;"Canena";14.32;16951.26;519;1;51.4;1777;932;1768;12;47.5;14;24.3;-14.4;97;"Mali";61;56;13;26;7;"PARA LA GENTE";"*";"-";"*";"-";"12";"19205";"16557"
23021;"Carboneros";58.56;39715.2;406;3;59.4;605;311;601;5;45.9;18;21.3;-10.6;11;"Colombia";47;56;2;13;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"22.4";"-";"-"
23901;"Cárcheles";40.48;29501.89;800;2;27.8;1299;685;1294;6;47.1;14.9;23.8;-12.5;44;"Marruecos";45;44;4;19;8;"PARTIDO POPULAR";"*";"-";"*";"-";"15.2";"19104";"16463"
23025;"Castellar";157.23;102864.11;756;1;94.3;3174;1610;3126;47;44.4;17.9;19.6;-9.4;82;"Marruecos";115;101;29;35;16;"PARTIDO POPULAR";"-";"-";"-";"-";"18.899999999999999";"16102";"14234"
23026;"Castillo de Locubín";102.49;45904.32;695;2;40.6;3926;1952;3624;277;51.3;12.7;31;-15;278;"Reino Unido";167;177;21;52;13;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"14.5";"16664";"14867"
23027;"Cazalilla";46.59;38692.06;301;1;31.1;737;370;738;0;49.3;13;28.9;-19.7;16;"Senegal";21;36;5;23;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"24.8";"-";"-"
23028;"Cazorla";305.17;129210.24;799;5;90.4;7053;3429;6936;131;45.9;17;22.8;-10;182;"Marruecos";257;219;39;85;16;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"10";"*";"454";"*";"18.2";"20561";"17602"
23029;"Chiclana de Segura";235.8;90366.22;882;5;106.5;899;465;892;4;50.2;13.6;28.1;-21.4;45;"Marruecos";53;55;3;29;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"14.7";"-";"-"
23030;"Chilluévar";38.75;32237.37;743;2;93.8;1362;676;1349;14;46.8;14.8;24.7;-14.6;38;"Mali";54;27;11;19;4;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"20.6";"14882";"13296"
23031;"Escañuela";13.74;16335.76;315;1;30.8;935;461;926;8;43.9;19.5;20.3;-4.4;15;"Marruecos";29;37;6;15;6;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"17.100000000000001";"-";"-"
23032;"Espeluy";25.48;23473.9;278;6;34.6;603;301;601;3;45.9;15.6;20.7;-17.6;3;"se";28;31;5;13;1;"UNIÓN DE CIUDADANOS INDEPENDIENTES";"-";"-";"-";"-";"24.3";"-";"-"
23033;"Frailes";40.31;28302.83;942;1;45;1565;782;1361;204;48.6;15.3;28.9;-9.2;82;"Rumanía";50;57;11;26;6;"PARTIDO POPULAR";"-";"-";"-";"-";"14.8";"16011";"14394"
23034;"Fuensanta de Martos";54.01;32468.51;716;9;21.9;3026;1527;2816;207;45.6;17.3;22.1;-7.1;186;"Marruecos";74;88;20;33;10;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"17.7";"16634";"14754"
23035;"Fuerte del Rey";35.07;35420.36;440;1;16.2;1354;704;1313;39;44.9;17;18.8;-6.6;65;"Marruecos";61;105;4;26;6;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"16.2";"18970";"16469"
23037;"Génave";63.53;34182.97;830;1;141;565;301;557;4;50;12.4;26.5;-11.3;14;"Mali";19;20;3;11;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"21";"-";"-"
23039;"Guarromán";96.15;77978.21;345;6;52;2782;1426;2707;75;42.2;20.7;17.6;-6.4;73;"Marruecos";120;164;20;26;11;"PARTIDO POPULAR";"*";"*";"*";"*";"24.1";"17963";"15794"
23041;"Higuera de Calatrava";38.72;30678.11;327;1;38.2;603;318;594;11;45.2;20.9;21.7;-6.7;25;"Marruecos";18;23;6;6;1;"UNIÓN ANDALUCISTA";"-";"-";"-";"-";"15.5";"-";"-"
23042;"Hinojares";40;34688.96;659;2;94.2;353;181;345;3;50;13.6;27.8;-23.2;32;"Reino Unido";20;36;1;2;0;"PARTIDO POPULAR";"*";"-";"*";"-";"17.600000000000001";"-";"-"
23043;"Hornos";117.48;70548.38;823;3;144.6;579;283;442;132;46.9;14.2;24;-14;9;"Senegal";27;19;7;6;3;"PARTIDO POPULAR";"*";"*";"*";"*";"17.399999999999999";"-";"-"
23044;"Huelma";250.1;81533.31;988;2;40.3;5551;2739;5484;75;45;18.4;21.5;-8.9;124;"Marruecos";176;153;28;65;15;"PARTIDO POPULAR";"-";"*";"-";"*";"19";"16614";"14721"
23045;"Huesa";138.32;83303.46;631;1;82.3;2434;1227;2323;113;43.7;18.4;18.7;-7.7;67;"Marruecos";80;79;12;20;7;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"16.600000000000001";"13658";"12492"
23046;"Ibros";55.76;40375.77;596;1;46.7;2744;1381;2714;23;45.1;16.7;21;-8.9;113;"Marruecos";91;66;10;24;9;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"19.3";"16765";"14838"
23048;"Iznatoraf";86.47;89373.15;1037;2;102.9;901;451;898;4;48.3;13.9;26.5;-16.2;17;"Marruecos";39;32;3;14;3;"PARTIDO POPULAR";"-";"-";"-";"-";"13.3";"-";"-"
23049;"Jabalquinto";73.19;42517.25;485;1;33.5;1962;988;1940;22;46.5;15.7;22;-15.7;16;"Reino Unido";49;67;12;31;2;"UNIÓN DEMOCRATICA JABALQUINTO";"-";"-";"-";"-";"20.7";"16107";"14374"
23050;"Jaén";424.02;131712.96;573;9;0;111767;53677;109209;2679;43.6;19.5;19.5;-4.3;3195;"Marruecos";3208;3735;731;1032;414;"PARTIDO POPULAR";"6";"*";"762";"*";"18.899999999999999";"28063";"22943"
23051;"Jamilena";8.98;13505.76;749;1;15.4;3322;1669;3300;19;43.3;18.4;17.9;-5.2;47;"Marruecos";77;103;21;38;12;"PARTIDO POPULAR";"-";"-";"-";"-";"18.8";"17441";"15319"
23052;"Jimena";48.01;38458.27;607;1;35.9;1231;601;1180;43;47.5;16.1;24.5;-10.4;24;"Marruecos";41;26;10;32;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"14";"15309";"13709"
23053;"Jódar";148.66;59725.01;650;1;51.5;11445;5707;11446;3;41.8;20.4;16.3;-4.8;87;"Marruecos";208;142;105;125;52;"CON ANDALUCÍA";"*";"-";"*";"-";"16.2";"14878";"13331"
